"TG-GATEs","dose","dose_unit","time","time_unit","parameter","parameter_type","value","value_unit","outcome","source"
"nitrofurantoin",100,"mg/kg",4,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"nitrofurazone",10,"mg/kg",4,"day","Liver","Weight",5.55,"Relative weight",0,"TG-GATEs"
"nitrofurazone",30,"mg/kg",4,"day","Liver","Weight",5.66,"Relative weight",1,"TG-GATEs"
"nitrofurazone",100,"mg/kg",4,"day","Liver","Weight",5.41,"Relative weight",0,"TG-GATEs"
"nitrosodiethylamine",3,"mg/kg",4,"day","Liver","Weight",4.69,"Relative weight",1,"TG-GATEs"
"nitrosodiethylamine",10,"mg/kg",4,"day","Liver","Weight",4.38,"Relative weight",1,"TG-GATEs"
"nitrosodiethylamine",30,"mg/kg",4,"day","Liver","Weight",3.68,"Relative weight",1,"TG-GATEs"
"papaverine",40,"mg/kg",4,"day","Liver","Weight",4.97,"Relative weight",0,"TG-GATEs"
"papaverine",120,"mg/kg",4,"day","Liver","Weight",5.13,"Relative weight",0,"TG-GATEs"
"papaverine",400,"mg/kg",4,"day","Liver","Weight",5.11,"Relative weight",0,"TG-GATEs"
"pemoline",8,"mg/kg",4,"day","Liver","Weight",5.2,"Relative weight",0,"TG-GATEs"
"pemoline",25,"mg/kg",4,"day","Liver","Weight",4.69,"Relative weight",1,"TG-GATEs"
"pemoline",75,"mg/kg",4,"day","Liver","Weight",4.49,"Relative weight",1,"TG-GATEs"
"penicillamine",100,"mg/kg",4,"day","Liver","Weight",5.06,"Relative weight",0,"TG-GATEs"
"penicillamine",300,"mg/kg",4,"day","Liver","Weight",5.39,"Relative weight",0,"TG-GATEs"
"penicillamine",1000,"mg/kg",4,"day","Liver","Weight",4.74,"Relative weight",1,"TG-GATEs"
"perhexiline",15,"mg/kg",4,"day","Liver","Weight",5.08,"Relative weight",0,"TG-GATEs"
"perhexiline",50,"mg/kg",4,"day","Liver","Weight",5.05,"Relative weight",0,"TG-GATEs"
"perhexiline",150,"mg/kg",4,"day","Liver","Weight",4.76,"Relative weight",1,"TG-GATEs"
"phenacetin",100,"mg/kg",4,"day","Liver","Weight",4.91,"Relative weight",0,"TG-GATEs"
"phenacetin",300,"mg/kg",4,"day","Liver","Weight",5.11,"Relative weight",0,"TG-GATEs"
"phenacetin",1000,"mg/kg",4,"day","Liver","Weight",5.26,"Relative weight",0,"TG-GATEs"
"phenobarbital",10,"mg/kg",4,"day","Liver","Weight",5.66,"Relative weight",1,"TG-GATEs"
"phenobarbital",30,"mg/kg",4,"day","Liver","Weight",5.86,"Relative weight",1,"TG-GATEs"
"phenobarbital",100,"mg/kg",4,"day","Liver","Weight",6.87,"Relative weight",1,"TG-GATEs"
"phenylanthranilic acid",100,"mg/kg",4,"day","Liver","Weight",5.09,"Relative weight",0,"TG-GATEs"
"phenylanthranilic acid",300,"mg/kg",4,"day","Liver","Weight",5.34,"Relative weight",0,"TG-GATEs"
"phenylanthranilic acid",1000,"mg/kg",4,"day","Liver","Weight",4.79,"Relative weight",0,"TG-GATEs"
"phenylbutazone",20,"mg/kg",4,"day","Liver","Weight",5.26,"Relative weight",0,"TG-GATEs"
"phenylbutazone",60,"mg/kg",4,"day","Liver","Weight",5.64,"Relative weight",1,"TG-GATEs"
"phenylbutazone",200,"mg/kg",4,"day","Liver","Weight",5.81,"Relative weight",1,"TG-GATEs"
"phenytoin",60,"mg/kg",4,"day","Liver","Weight",4.9,"Relative weight",0,"TG-GATEs"
"phenytoin",200,"mg/kg",4,"day","Liver","Weight",5.15,"Relative weight",0,"TG-GATEs"
"phenytoin",600,"mg/kg",4,"day","Liver","Weight",5.32,"Relative weight",0,"TG-GATEs"
"promethazine",20,"mg/kg",4,"day","Liver","Weight",4.95,"Relative weight",0,"TG-GATEs"
"promethazine",60,"mg/kg",4,"day","Liver","Weight",5.21,"Relative weight",0,"TG-GATEs"
"promethazine",200,"mg/kg",4,"day","Liver","Weight",5.09,"Relative weight",0,"TG-GATEs"
"propranolol",15,"mg/kg",4,"day","Liver","Weight",4.7,"Relative weight",1,"TG-GATEs"
"propranolol",50,"mg/kg",4,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"propranolol",150,"mg/kg",4,"day","Liver","Weight",4.78,"Relative weight",1,"TG-GATEs"
"propylthiouracil",10,"mg/kg",4,"day","Liver","Weight",5.27,"Relative weight",0,"TG-GATEs"
"propylthiouracil",30,"mg/kg",4,"day","Liver","Weight",6.19,"Relative weight",1,"TG-GATEs"
"propylthiouracil",100,"mg/kg",4,"day","Liver","Weight",6.41,"Relative weight",1,"TG-GATEs"
"quinidine",20,"mg/kg",4,"day","Liver","Weight",4.94,"Relative weight",0,"TG-GATEs"
"quinidine",60,"mg/kg",4,"day","Liver","Weight",4.7,"Relative weight",1,"TG-GATEs"
"quinidine",200,"mg/kg",4,"day","Liver","Weight",5.14,"Relative weight",0,"TG-GATEs"
"ranitidine",100,"mg/kg",4,"day","Liver","Weight",5.32,"Relative weight",0,"TG-GATEs"
"ranitidine",300,"mg/kg",4,"day","Liver","Weight",5.24,"Relative weight",0,"TG-GATEs"
"ranitidine",1000,"mg/kg",4,"day","Liver","Weight",5.41,"Relative weight",0,"TG-GATEs"
"rifampicin",20,"mg/kg",4,"day","Liver","Weight",4.79,"Relative weight",0,"TG-GATEs"
"rifampicin",60,"mg/kg",4,"day","Liver","Weight",4.97,"Relative weight",0,"TG-GATEs"
"rifampicin",200,"mg/kg",4,"day","Liver","Weight",4.78,"Relative weight",1,"TG-GATEs"
"rosiglitazone maleate",2,"mg/kg",4,"day","Liver","Weight",5.49,"Relative weight",0,"TG-GATEs"
"rosiglitazone maleate",20,"mg/kg",4,"day","Liver","Weight",5.35,"Relative weight",0,"TG-GATEs"
"rosiglitazone maleate",100,"mg/kg",4,"day","Liver","Weight",5.75,"Relative weight",1,"TG-GATEs"
"rotenone",5,"mg/kg",4,"day","Liver","Weight",5.43,"Relative weight",0,"TG-GATEs"
"rotenone",15,"mg/kg",4,"day","Liver","Weight",5.4,"Relative weight",0,"TG-GATEs"
"rotenone",50,"mg/kg",4,"day","Liver","Weight",5.42,"Relative weight",0,"TG-GATEs"
"simvastatin",40,"mg/kg",4,"day","Liver","Weight",4.97,"Relative weight",0,"TG-GATEs"
"simvastatin",120,"mg/kg",4,"day","Liver","Weight",5.33,"Relative weight",0,"TG-GATEs"
"simvastatin",400,"mg/kg",4,"day","Liver","Weight",4.69,"Relative weight",1,"TG-GATEs"
"sulfasalazine",100,"mg/kg",4,"day","Liver","Weight",4.77,"Relative weight",1,"TG-GATEs"
"sulfasalazine",300,"mg/kg",4,"day","Liver","Weight",5.12,"Relative weight",0,"TG-GATEs"
"sulfasalazine",1000,"mg/kg",4,"day","Liver","Weight",4.78,"Relative weight",1,"TG-GATEs"
"sulindac",5,"mg/kg",4,"day","Liver","Weight",5.21,"Relative weight",0,"TG-GATEs"
"sulindac",15,"mg/kg",4,"day","Liver","Weight",5.1,"Relative weight",0,"TG-GATEs"
"sulindac",50,"mg/kg",4,"day","Liver","Weight",5.26,"Relative weight",0,"TG-GATEs"
"sulpiride",100,"mg/kg",4,"day","Liver","Weight",4.94,"Relative weight",0,"TG-GATEs"
"sulpiride",300,"mg/kg",4,"day","Liver","Weight",5.24,"Relative weight",0,"TG-GATEs"
"sulpiride",1000,"mg/kg",4,"day","Liver","Weight",4.85,"Relative weight",0,"TG-GATEs"
"tacrine",3,"mg/kg",4,"day","Liver","Weight",5.01,"Relative weight",0,"TG-GATEs"
"tacrine",10,"mg/kg",4,"day","Liver","Weight",4.6,"Relative weight",1,"TG-GATEs"
"tacrine",30,"mg/kg",4,"day","Liver","Weight",4.42,"Relative weight",1,"TG-GATEs"
"tamoxifen",6,"mg/kg",4,"day","Liver","Weight",4.83,"Relative weight",0,"TG-GATEs"
"tamoxifen",20,"mg/kg",4,"day","Liver","Weight",5.12,"Relative weight",0,"TG-GATEs"
"tamoxifen",60,"mg/kg",4,"day","Liver","Weight",4.96,"Relative weight",0,"TG-GATEs"
"tannic acid",100,"mg/kg",4,"day","Liver","Weight",5.32,"Relative weight",0,"TG-GATEs"
"tannic acid",300,"mg/kg",4,"day","Liver","Weight",5.55,"Relative weight",0,"TG-GATEs"
"tannic acid",1000,"mg/kg",4,"day","Liver","Weight",5.21,"Relative weight",0,"TG-GATEs"
"terbinafine",75,"mg/kg",4,"day","Liver","Weight",5.47,"Relative weight",0,"TG-GATEs"
"terbinafine",250,"mg/kg",4,"day","Liver","Weight",5.35,"Relative weight",0,"TG-GATEs"
"terbinafine",750,"mg/kg",4,"day","Liver","Weight",5.1,"Relative weight",0,"TG-GATEs"
"tetracycline",100,"mg/kg",4,"day","Liver","Weight",4.85,"Relative weight",0,"TG-GATEs"
"tetracycline",300,"mg/kg",4,"day","Liver","Weight",4.78,"Relative weight",1,"TG-GATEs"
"tetracycline",1000,"mg/kg",4,"day","Liver","Weight",4.54,"Relative weight",1,"TG-GATEs"
"thioacetamide",5,"mg/kg",4,"day","Liver","Weight",5.39,"Relative weight",0,"TG-GATEs"
"thioacetamide",15,"mg/kg",4,"day","Liver","Weight",5.07,"Relative weight",0,"TG-GATEs"
"thioacetamide",45,"mg/kg",4,"day","Liver","Weight",6,"Relative weight",1,"TG-GATEs"
"thioridazine",10,"mg/kg",4,"day","Liver","Weight",5.69,"Relative weight",1,"TG-GATEs"
"thioridazine",30,"mg/kg",4,"day","Liver","Weight",5.62,"Relative weight",1,"TG-GATEs"
"thioridazine",100,"mg/kg",4,"day","Liver","Weight",5.61,"Relative weight",1,"TG-GATEs"
"ticlopidine",30,"mg/kg",4,"day","Liver","Weight",5.12,"Relative weight",0,"TG-GATEs"
"ticlopidine",100,"mg/kg",4,"day","Liver","Weight",5.63,"Relative weight",1,"TG-GATEs"
"ticlopidine",300,"mg/kg",4,"day","Liver","Weight",5.96,"Relative weight",1,"TG-GATEs"
"tiopronin",100,"mg/kg",4,"day","Liver","Weight",5.04,"Relative weight",0,"TG-GATEs"
"tiopronin",300,"mg/kg",4,"day","Liver","Weight",5.11,"Relative weight",0,"TG-GATEs"
"tiopronin",1000,"mg/kg",4,"day","Liver","Weight",5.1,"Relative weight",0,"TG-GATEs"
"tolbutamide",100,"mg/kg",4,"day","Liver","Weight",5.27,"Relative weight",0,"TG-GATEs"
"tolbutamide",300,"mg/kg",4,"day","Liver","Weight",5,"Relative weight",0,"TG-GATEs"
"tolbutamide",1000,"mg/kg",4,"day","Liver","Weight",5.42,"Relative weight",0,"TG-GATEs"
"triamterene",15,"mg/kg",4,"day","Liver","Weight",5.22,"Relative weight",0,"TG-GATEs"
"triamterene",50,"mg/kg",4,"day","Liver","Weight",5.05,"Relative weight",0,"TG-GATEs"
"triamterene",150,"mg/kg",4,"day","Liver","Weight",4.91,"Relative weight",0,"TG-GATEs"
"triazolam",100,"mg/kg",4,"day","Liver","Weight",4.99,"Relative weight",0,"TG-GATEs"
"triazolam",300,"mg/kg",4,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"triazolam",1000,"mg/kg",4,"day","Liver","Weight",5.23,"Relative weight",0,"TG-GATEs"
"trimethadione",50,"mg/kg",4,"day","Liver","Weight",5.13,"Relative weight",0,"TG-GATEs"
"trimethadione",150,"mg/kg",4,"day","Liver","Weight",5.19,"Relative weight",0,"TG-GATEs"
"trimethadione",500,"mg/kg",4,"day","Liver","Weight",6.29,"Relative weight",1,"TG-GATEs"
"valproic acid",45,"mg/kg",4,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"valproic acid",150,"mg/kg",4,"day","Liver","Weight",5.27,"Relative weight",0,"TG-GATEs"
"valproic acid",450,"mg/kg",4,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"vitamin A",10,"mg/kg",4,"day","Liver","Weight",5.15,"Relative weight",0,"TG-GATEs"
"vitamin A",30,"mg/kg",4,"day","Liver","Weight",4.96,"Relative weight",0,"TG-GATEs"
"vitamin A",100,"mg/kg",4,"day","Liver","Weight",4.96,"Relative weight",0,"TG-GATEs"
"2,4-dinitrophenol",6,"mg/kg",1,"day","Liver","Weight",5.15,"Relative weight",0,"TG-GATEs"
"2,4-dinitrophenol",20,"mg/kg",1,"day","Liver","Weight",5.4,"Relative weight",1,"TG-GATEs"
"2,4-dinitrophenol",60,"mg/kg",1,"day","Liver","Weight",4.9,"Relative weight",0,"TG-GATEs"
"WY-14643",10,"mg/kg",1,"day","Liver","Weight",5.4,"Relative weight",1,"TG-GATEs"
"WY-14643",30,"mg/kg",1,"day","Liver","Weight",4.68,"Relative weight",0,"TG-GATEs"
"WY-14643",100,"mg/kg",1,"day","Liver","Weight",5.15,"Relative weight",0,"TG-GATEs"
"acarbose",100,"mg/kg",1,"day","Liver","Weight",4.92,"Relative weight",0,"TG-GATEs"
"acarbose",300,"mg/kg",1,"day","Liver","Weight",4.84,"Relative weight",0,"TG-GATEs"
"acarbose",1000,"mg/kg",1,"day","Liver","Weight",4.62,"Relative weight",0,"TG-GATEs"
"acetamidofluorene",100,"mg/kg",1,"day","Liver","Weight",4.86,"Relative weight",0,"TG-GATEs"
"acetamidofluorene",300,"mg/kg",1,"day","Liver","Weight",4.9,"Relative weight",0,"TG-GATEs"
"acetamidofluorene",1000,"mg/kg",1,"day","Liver","Weight",3.95,"Relative weight",1,"TG-GATEs"
"acetaminophen",300,"mg/kg",1,"day","Liver","Weight",5.08,"Relative weight",0,"TG-GATEs"
"acetaminophen",600,"mg/kg",1,"day","Liver","Weight",5.21,"Relative weight",0,"TG-GATEs"
"acetaminophen",1000,"mg/kg",1,"day","Liver","Weight",4.73,"Relative weight",0,"TG-GATEs"
"acetazolamide",60,"mg/kg",1,"day","Liver","Weight",4.4,"Relative weight",1,"TG-GATEs"
"acetazolamide",200,"mg/kg",1,"day","Liver","Weight",3.71,"Relative weight",1,"TG-GATEs"
"acetazolamide",600,"mg/kg",1,"day","Liver","Weight",3.5,"Relative weight",1,"TG-GATEs"
"adapin",100,"mg/kg",1,"day","Liver","Weight",4.64,"Relative weight",0,"TG-GATEs"
"adapin",300,"mg/kg",1,"day","Liver","Weight",3.52,"Relative weight",1,"TG-GATEs"
"ajmaline",30,"mg/kg",1,"day","Liver","Weight",5.21,"Relative weight",0,"TG-GATEs"
"ajmaline",100,"mg/kg",1,"day","Liver","Weight",5.26,"Relative weight",0,"TG-GATEs"
"ajmaline",300,"mg/kg",1,"day","Liver","Weight",5.09,"Relative weight",0,"TG-GATEs"
"allyl alcohol",3,"mg/kg",1,"day","Liver","Weight",4.99,"Relative weight",0,"TG-GATEs"
"allyl alcohol",10,"mg/kg",1,"day","Liver","Weight",4.98,"Relative weight",0,"TG-GATEs"
"allyl alcohol",30,"mg/kg",1,"day","Liver","Weight",4.84,"Relative weight",0,"TG-GATEs"
"amiodarone",200,"mg/kg",1,"day","Liver","Weight",3.97,"Relative weight",1,"TG-GATEs"
"amiodarone",600,"mg/kg",1,"day","Liver","Weight",3.94,"Relative weight",1,"TG-GATEs"
"amiodarone",2000,"mg/kg",1,"day","Liver","Weight",3.79,"Relative weight",1,"TG-GATEs"
"amitriptyline",15,"mg/kg",1,"day","Liver","Weight",4.67,"Relative weight",0,"TG-GATEs"
"amitriptyline",50,"mg/kg",1,"day","Liver","Weight",4.55,"Relative weight",0,"TG-GATEs"
"amitriptyline",150,"mg/kg",1,"day","Liver","Weight",3.82,"Relative weight",1,"TG-GATEs"
"aspirin",450,"mg/kg",1,"day","Liver","Weight",4.21,"Relative weight",1,"TG-GATEs"
"aspirin",1000,"mg/kg",1,"day","Liver","Weight",3.5,"Relative weight",1,"TG-GATEs"
"aspirin",2000,"mg/kg",1,"day","Liver","Weight",2.88,"Relative weight",1,"TG-GATEs"
"bendazac",100,"mg/kg",1,"day","Liver","Weight",5.34,"Relative weight",0,"TG-GATEs"
"bendazac",300,"mg/kg",1,"day","Liver","Weight",5.22,"Relative weight",0,"TG-GATEs"
"bendazac",1000,"mg/kg",1,"day","Liver","Weight",4.18,"Relative weight",1,"TG-GATEs"
"benzbromarone",20,"mg/kg",1,"day","Liver","Weight",5.16,"Relative weight",0,"TG-GATEs"
"benzbromarone",60,"mg/kg",1,"day","Liver","Weight",5.76,"Relative weight",1,"TG-GATEs"
"benzbromarone",200,"mg/kg",1,"day","Liver","Weight",5.15,"Relative weight",0,"TG-GATEs"
"benziodarone",30,"mg/kg",1,"day","Liver","Weight",5.09,"Relative weight",0,"TG-GATEs"
"benziodarone",100,"mg/kg",1,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"benziodarone",300,"mg/kg",1,"day","Liver","Weight",5.47,"Relative weight",1,"TG-GATEs"
"bromobenzene",30,"mg/kg",1,"day","Liver","Weight",4.99,"Relative weight",0,"TG-GATEs"
"bromobenzene",100,"mg/kg",1,"day","Liver","Weight",4.59,"Relative weight",0,"TG-GATEs"
"bromobenzene",300,"mg/kg",1,"day","Liver","Weight",4.57,"Relative weight",0,"TG-GATEs"
"bucetin",300,"mg/kg",1,"day","Liver","Weight",4.98,"Relative weight",0,"TG-GATEs"
"bucetin",1000,"mg/kg",1,"day","Liver","Weight",4.15,"Relative weight",1,"TG-GATEs"
"bucetin",2000,"mg/kg",1,"day","Liver","Weight",3.8,"Relative weight",1,"TG-GATEs"
"caffeine",10,"mg/kg",1,"day","Liver","Weight",4.91,"Relative weight",0,"TG-GATEs"
"caffeine",30,"mg/kg",1,"day","Liver","Weight",4.89,"Relative weight",0,"TG-GATEs"
"caffeine",100,"mg/kg",1,"day","Liver","Weight",4.18,"Relative weight",1,"TG-GATEs"
"captopril",100,"mg/kg",1,"day","Liver","Weight",5.02,"Relative weight",0,"TG-GATEs"
"captopril",300,"mg/kg",1,"day","Liver","Weight",5.04,"Relative weight",0,"TG-GATEs"
"captopril",1000,"mg/kg",1,"day","Liver","Weight",5.19,"Relative weight",0,"TG-GATEs"
"carbamazepine",30,"mg/kg",1,"day","Liver","Weight",4.85,"Relative weight",0,"TG-GATEs"
"carbamazepine",100,"mg/kg",1,"day","Liver","Weight",5.09,"Relative weight",0,"TG-GATEs"
"carbamazepine",300,"mg/kg",1,"day","Liver","Weight",4.32,"Relative weight",1,"TG-GATEs"
"carbon tetrachloride",30,"mg/kg",1,"day","Liver","Weight",4.78,"Relative weight",0,"TG-GATEs"
"carbon tetrachloride",100,"mg/kg",1,"day","Liver","Weight",4.81,"Relative weight",0,"TG-GATEs"
"carbon tetrachloride",300,"mg/kg",1,"day","Liver","Weight",4.88,"Relative weight",0,"TG-GATEs"
"chloramphenicol",100,"mg/kg",1,"day","Liver","Weight",4.16,"Relative weight",1,"TG-GATEs"
"chloramphenicol",300,"mg/kg",1,"day","Liver","Weight",4.15,"Relative weight",1,"TG-GATEs"
"chloramphenicol",1000,"mg/kg",1,"day","Liver","Weight",4.31,"Relative weight",1,"TG-GATEs"
"chlormadinone",300,"mg/kg",1,"day","Liver","Weight",4.99,"Relative weight",0,"TG-GATEs"
"chlormadinone",1000,"mg/kg",1,"day","Liver","Weight",5.3,"Relative weight",0,"TG-GATEs"
"chlormadinone",2000,"mg/kg",1,"day","Liver","Weight",5.32,"Relative weight",0,"TG-GATEs"
"chlormezanone",50,"mg/kg",1,"day","Liver","Weight",4.95,"Relative weight",0,"TG-GATEs"
"chlormezanone",150,"mg/kg",1,"day","Liver","Weight",4.92,"Relative weight",0,"TG-GATEs"
"chlormezanone",500,"mg/kg",1,"day","Liver","Weight",4.17,"Relative weight",1,"TG-GATEs"
"chlorpheniramine",3,"mg/kg",1,"day","Liver","Weight",4.96,"Relative weight",0,"TG-GATEs"
"chlorpheniramine",10,"mg/kg",1,"day","Liver","Weight",4.39,"Relative weight",1,"TG-GATEs"
"chlorpheniramine",30,"mg/kg",1,"day","Liver","Weight",3.88,"Relative weight",1,"TG-GATEs"
"chlorpromazine",45,"mg/kg",1,"day","Liver","Weight",4.09,"Relative weight",1,"TG-GATEs"
"chlorpromazine",150,"mg/kg",1,"day","Liver","Weight",3.43,"Relative weight",1,"TG-GATEs"
"chlorpropamide",30,"mg/kg",1,"day","Liver","Weight",4.65,"Relative weight",0,"TG-GATEs"
"chlorpropamide",100,"mg/kg",1,"day","Liver","Weight",4.73,"Relative weight",0,"TG-GATEs"
"chlorpropamide",300,"mg/kg",1,"day","Liver","Weight",4.34,"Relative weight",1,"TG-GATEs"
"ciprofloxacin",100,"mg/kg",1,"day","Liver","Weight",4.26,"Relative weight",1,"TG-GATEs"
"ciprofloxacin",300,"mg/kg",1,"day","Liver","Weight",4.72,"Relative weight",0,"TG-GATEs"
"ciprofloxacin",1000,"mg/kg",1,"day","Liver","Weight",4.61,"Relative weight",0,"TG-GATEs"
"clofibrate",30,"mg/kg",1,"day","Liver","Weight",4.89,"Relative weight",0,"TG-GATEs"
"clofibrate",100,"mg/kg",1,"day","Liver","Weight",5.54,"Relative weight",1,"TG-GATEs"
"clofibrate",300,"mg/kg",1,"day","Liver","Weight",5.23,"Relative weight",0,"TG-GATEs"
"clomipramine",10,"mg/kg",1,"day","Liver","Weight",4.86,"Relative weight",0,"TG-GATEs"
"clomipramine",30,"mg/kg",1,"day","Liver","Weight",4.84,"Relative weight",0,"TG-GATEs"
"clomipramine",100,"mg/kg",1,"day","Liver","Weight",4.29,"Relative weight",1,"TG-GATEs"
"colchicine",2,"mg/kg",1,"day","Liver","Weight",5.18,"Relative weight",0,"TG-GATEs"
"colchicine",5,"mg/kg",1,"day","Liver","Weight",4.65,"Relative weight",0,"TG-GATEs"
"colchicine",15,"mg/kg",1,"day","Liver","Weight",4.01,"Relative weight",1,"TG-GATEs"
"coumarin",15,"mg/kg",1,"day","Liver","Weight",5.08,"Relative weight",0,"TG-GATEs"
"coumarin",50,"mg/kg",1,"day","Liver","Weight",4.97,"Relative weight",0,"TG-GATEs"
"coumarin",150,"mg/kg",1,"day","Liver","Weight",4.34,"Relative weight",1,"TG-GATEs"
"cyclophosphamide",2,"mg/kg",1,"day","Liver","Weight",4.67,"Relative weight",0,"TG-GATEs"
"cyclophosphamide",5,"mg/kg",1,"day","Liver","Weight",4.77,"Relative weight",0,"TG-GATEs"
"cyclophosphamide",15,"mg/kg",1,"day","Liver","Weight",4.04,"Relative weight",1,"TG-GATEs"
"cyclophosphamide",15,"mg/kg",1,"day","Liver","Weight",4.5,"Relative weight",0,"TG-GATEs"
"cyclophosphamide",50,"mg/kg",1,"day","Liver","Weight",4.21,"Relative weight",1,"TG-GATEs"
"cyclophosphamide",150,"mg/kg",1,"day","Liver","Weight",3.73,"Relative weight",1,"TG-GATEs"
"cyclosporine A",30,"mg/kg",1,"day","Liver","Weight",4.67,"Relative weight",0,"TG-GATEs"
"cyclosporine A",100,"mg/kg",1,"day","Liver","Weight",4.33,"Relative weight",1,"TG-GATEs"
"cyclosporine A",300,"mg/kg",1,"day","Liver","Weight",4.36,"Relative weight",1,"TG-GATEs"
"danazol",300,"mg/kg",1,"day","Liver","Weight",5.15,"Relative weight",0,"TG-GATEs"
"danazol",1000,"mg/kg",1,"day","Liver","Weight",4.64,"Relative weight",0,"TG-GATEs"
"danazol",2000,"mg/kg",1,"day","Liver","Weight",4.69,"Relative weight",0,"TG-GATEs"
"dantrolene",25,"mg/kg",1,"day","Liver","Weight",5.07,"Relative weight",0,"TG-GATEs"
"dantrolene",75,"mg/kg",1,"day","Liver","Weight",4.45,"Relative weight",1,"TG-GATEs"
"dantrolene",250,"mg/kg",1,"day","Liver","Weight",4.15,"Relative weight",1,"TG-GATEs"
"diazepam",25,"mg/kg",1,"day","Liver","Weight",4.99,"Relative weight",0,"TG-GATEs"
"diazepam",75,"mg/kg",1,"day","Liver","Weight",5.02,"Relative weight",0,"TG-GATEs"
"diazepam",250,"mg/kg",1,"day","Liver","Weight",5.31,"Relative weight",0,"TG-GATEs"
"diclofenac",10,"mg/kg",1,"day","Liver","Weight",4.64,"Relative weight",0,"TG-GATEs"
"diclofenac",30,"mg/kg",1,"day","Liver","Weight",4.79,"Relative weight",0,"TG-GATEs"
"diclofenac",100,"mg/kg",1,"day","Liver","Weight",4.29,"Relative weight",1,"TG-GATEs"
"diltiazem",80,"mg/kg",1,"day","Liver","Weight",4.97,"Relative weight",0,"TG-GATEs"
"diltiazem",240,"mg/kg",1,"day","Liver","Weight",4.93,"Relative weight",0,"TG-GATEs"
"diltiazem",800,"mg/kg",1,"day","Liver","Weight",4.9,"Relative weight",0,"TG-GATEs"
"disopyramide",40,"mg/kg",1,"day","Liver","Weight",4.81,"Relative weight",0,"TG-GATEs"
"disopyramide",120,"mg/kg",1,"day","Liver","Weight",5.07,"Relative weight",0,"TG-GATEs"
"disopyramide",400,"mg/kg",1,"day","Liver","Weight",4.06,"Relative weight",1,"TG-GATEs"
"disulfiram",60,"mg/kg",1,"day","Liver","Weight",4.4,"Relative weight",1,"TG-GATEs"
"disulfiram",200,"mg/kg",1,"day","Liver","Weight",4.27,"Relative weight",1,"TG-GATEs"
"disulfiram",600,"mg/kg",1,"day","Liver","Weight",4.36,"Relative weight",1,"TG-GATEs"
"enalapril",60,"mg/kg",1,"day","Liver","Weight",5.06,"Relative weight",0,"TG-GATEs"
"enalapril",200,"mg/kg",1,"day","Liver","Weight",5.28,"Relative weight",0,"TG-GATEs"
"enalapril",600,"mg/kg",1,"day","Liver","Weight",5.6,"Relative weight",1,"TG-GATEs"
"erythromycin ethylsuccinate",100,"mg/kg",1,"day","Liver","Weight",4.61,"Relative weight",0,"TG-GATEs"
"erythromycin ethylsuccinate",300,"mg/kg",1,"day","Liver","Weight",4.33,"Relative weight",1,"TG-GATEs"
"erythromycin ethylsuccinate",1000,"mg/kg",1,"day","Liver","Weight",4.2,"Relative weight",1,"TG-GATEs"
"ethambutol",100,"mg/kg",1,"day","Liver","Weight",5.06,"Relative weight",0,"TG-GATEs"
"ethambutol",300,"mg/kg",1,"day","Liver","Weight",5.19,"Relative weight",0,"TG-GATEs"
"ethambutol",1000,"mg/kg",1,"day","Liver","Weight",4.62,"Relative weight",0,"TG-GATEs"
"ethanol",400,"mg/kg",1,"day","Liver","Weight",4.81,"Relative weight",0,"TG-GATEs"
"ethanol",1200,"mg/kg",1,"day","Liver","Weight",4.96,"Relative weight",0,"TG-GATEs"
"ethanol",4000,"mg/kg",1,"day","Liver","Weight",4.58,"Relative weight",0,"TG-GATEs"
"ethinylestradiol",1,"mg/kg",1,"day","Liver","Weight",4.76,"Relative weight",0,"TG-GATEs"
"ethinylestradiol",3,"mg/kg",1,"day","Liver","Weight",4.91,"Relative weight",0,"TG-GATEs"
